Frame,x_tip,y_tip,angle
14738,427.80642773563056,167.39099275329968,24.492838567026634
14739,427.80642773563056,167.39099275329968,24.492838567026634
14740,442.0305472371825,161.0694493919048,24.391881909227596
14741,442.0305472371825,161.0694493919048,24.391881909227596
14742,442.0305472371825,161.0694493919048,24.391881909227596
14743,440.17194862076695,160.832896370207,24.321359103421827
14744,440.17194862076695,160.832896370207,24.321359103421827
14745,440.17194862076695,160.832896370207,24.321359103421827
14746,440.17194862076695,160.832896370207,24.321359103421827
14747,440.91052170888815,161.23644071477435,24.421720675179753
14748,440.91052170888815,161.23644071477435,24.421720675179753
14749,440.91052170888815,161.23644071477435,24.421720675179753
14750,441.3983947283506,161.2198615652938,24.460929268195184
14751,441.3983947283506,161.2198615652938,24.460929268195184
14752,441.3983947283506,161.2198615652938,24.460929268195184
14753,441.3983947283506,161.2198615652938,24.460929268195184
14754,460.8481448984385,152.71179830934847,24.41956017480819
14755,460.8481448984385,152.71179830934847,24.41956017480819
14756,460.8481448984385,152.71179830934847,24.41956017480819
14757,485.4395188701521,141.5940997178524,24.385850278227476
14758,485.4395188701521,141.5940997178524,24.385850278227476
14759,485.4395188701521,141.5940997178524,24.385850278227476
14760,488.067493101731,140.82528168404897,24.485458970183146
14761,488.067493101731,140.82528168404897,24.485458970183146
14762,488.067493101731,140.82528168404897,24.485458970183146
14763,488.067493101731,140.82528168404897,24.485458970183146
14764,489.4731056664216,141.6792198916536,24.621651784956903
14765,489.4731056664216,141.6792198916536,24.621651784956903
14766,489.4731056664216,141.6792198916536,24.621651784956903
14767,489.4731056664216,141.6792198916536,24.621651784956903
14768,489.6194085633294,141.16992977934132,24.5968636561714
14769,489.6194085633294,141.16992977934132,24.5968636561714
14770,489.6194085633294,141.16992977934132,24.5968636561714
14771,489.6194085633294,141.16992977934132,24.5968636561714
14772,514.0171792799373,128.87062775067741,24.227007654910786
14773,514.0171792799373,128.87062775067741,24.227007654910786
14774,514.0171792799373,128.87062775067741,24.227007654910786
14775,539.6494895475503,117.9338128136403,24.207713036770627
14776,539.6494895475503,117.9338128136403,24.207713036770627
14777,539.6494895475503,117.9338128136403,24.207713036770627
14778,539.6494895475503,117.9338128136403,24.207713036770627
14779,574.6532877681515,102.85919228132008,23.98431374930507
14780,574.6532877681515,102.85919228132008,23.98431374930507
14781,574.6532877681515,102.85919228132008,23.98431374930507
14782,592.6503432094863,95.25119372199964,24.148617839364924
14783,592.6503432094863,95.25119372199964,24.148617839364924
14784,592.6503432094863,95.25119372199964,24.148617839364924
14785,592.6503432094863,95.25119372199964,24.148617839364924
14786,613.2855015856505,84.6581328574762,23.95405763112731
14787,613.2855015856505,84.6581328574762,23.95405763112731
14788,613.2855015856505,84.6581328574762,23.95405763112731
14789,613.2855015856505,84.6581328574762,23.95405763112731
14790,647.9680319757808,70.8157735410604,23.691739892397784
14791,647.9680319757808,70.8157735410604,23.691739892397784
14792,647.9680319757808,70.8157735410604,23.691739892397784
14793,647.9680319757808,70.8157735410604,23.691739892397784
14794,-1.0,-1.0,-1.0
14795,-1.0,-1.0,-1.0
14796,-1.0,-1.0,-1.0
14797,-1.0,-1.0,-1.0
14798,-1.0,-1.0,-1.0
14799,-1.0,-1.0,-1.0
14800,-1.0,-1.0,-1.0
14801,-1.0,-1.0,-1.0
14802,-1.0,-1.0,-1.0
14803,-1.0,-1.0,-1.0
14804,-1.0,-1.0,-1.0
14805,-1.0,-1.0,-1.0
14806,-1.0,-1.0,-1.0
14807,-1.0,-1.0,-1.0
14808,-1.0,-1.0,-1.0
14809,-1.0,-1.0,-1.0
14810,-1.0,-1.0,-1.0
14811,-1.0,-1.0,-1.0
14812,-1.0,-1.0,-1.0
14813,-1.0,-1.0,-1.0
14814,-1.0,-1.0,-1.0
14815,-1.0,-1.0,-1.0
14816,-1.0,-1.0,-1.0
14817,-1.0,-1.0,-1.0
14818,-1.0,-1.0,-1.0
14819,-1.0,-1.0,-1.0
14820,-1.0,-1.0,-1.0
14821,-1.0,-1.0,-1.0
14822,-1.0,-1.0,-1.0
14823,-1.0,-1.0,-1.0
14824,-1.0,-1.0,-1.0
14825,-1.0,-1.0,-1.0
14826,-1.0,-1.0,-1.0
14827,-1.0,-1.0,-1.0
14828,-1.0,-1.0,-1.0
14829,-1.0,-1.0,-1.0
14830,-1.0,-1.0,-1.0
14831,-1.0,-1.0,-1.0
14832,-1.0,-1.0,-1.0
14833,-1.0,-1.0,-1.0
14834,-1.0,-1.0,-1.0
14835,-1.0,-1.0,-1.0
14836,-1.0,-1.0,-1.0
14837,-1.0,-1.0,-1.0
14838,-1.0,-1.0,-1.0
14839,-1.0,-1.0,-1.0
14840,-1.0,-1.0,-1.0
14841,-1.0,-1.0,-1.0
14842,-1.0,-1.0,-1.0
14843,-1.0,-1.0,-1.0
14844,-1.0,-1.0,-1.0
14845,-1.0,-1.0,-1.0
14846,-1.0,-1.0,-1.0
14847,-1.0,-1.0,-1.0
14848,-1.0,-1.0,-1.0
14849,-1.0,-1.0,-1.0
14850,-1.0,-1.0,-1.0
14851,-1.0,-1.0,-1.0
14852,-1.0,-1.0,-1.0
14853,-1.0,-1.0,-1.0
14854,-1.0,-1.0,-1.0
14855,-1.0,-1.0,-1.0
14856,-1.0,-1.0,-1.0
14857,-1.0,-1.0,-1.0
14858,-1.0,-1.0,-1.0
14859,-1.0,-1.0,-1.0
14860,-1.0,-1.0,-1.0
14861,-1.0,-1.0,-1.0
14862,-1.0,-1.0,-1.0
14863,-1.0,-1.0,-1.0
14864,-1.0,-1.0,-1.0
14865,-1.0,-1.0,-1.0
14866,-1.0,-1.0,-1.0
14867,-1.0,-1.0,-1.0
14868,-1.0,-1.0,-1.0
14869,-1.0,-1.0,-1.0
14870,-1.0,-1.0,-1.0
14871,-1.0,-1.0,-1.0
14872,-1.0,-1.0,-1.0
14873,-1.0,-1.0,-1.0
14874,-1.0,-1.0,-1.0
14875,-1.0,-1.0,-1.0
14876,-1.0,-1.0,-1.0
14877,-1.0,-1.0,-1.0
14878,-1.0,-1.0,-1.0
14879,-1.0,-1.0,-1.0
14880,-1.0,-1.0,-1.0
14881,-1.0,-1.0,-1.0
14882,-1.0,-1.0,-1.0
14883,-1.0,-1.0,-1.0
14884,-1.0,-1.0,-1.0
14885,-1.0,-1.0,-1.0
14886,-1.0,-1.0,-1.0
14887,-1.0,-1.0,-1.0
14888,-1.0,-1.0,-1.0
14889,-1.0,-1.0,-1.0
14890,-1.0,-1.0,-1.0
14891,-1.0,-1.0,-1.0
14892,-1.0,-1.0,-1.0
14893,-1.0,-1.0,-1.0
14894,-1.0,-1.0,-1.0
14895,-1.0,-1.0,-1.0
14896,-1.0,-1.0,-1.0
14897,-1.0,-1.0,-1.0
14898,-1.0,-1.0,-1.0
14899,-1.0,-1.0,-1.0
14900,-1.0,-1.0,-1.0
14901,-1.0,-1.0,-1.0
14902,-1.0,-1.0,-1.0
14903,-1.0,-1.0,-1.0
14904,-1.0,-1.0,-1.0
14905,-1.0,-1.0,-1.0
14906,-1.0,-1.0,-1.0
14907,-1.0,-1.0,-1.0
14908,-1.0,-1.0,-1.0
14909,-1.0,-1.0,-1.0
14910,-1.0,-1.0,-1.0
14911,-1.0,-1.0,-1.0
14912,-1.0,-1.0,-1.0
14913,620.0377872783673,69.75762165527229,18.54959203366358
14914,620.0377872783673,69.75762165527229,18.54959203366358
14915,620.0377872783673,69.75762165527229,18.54959203366358
14916,620.0377872783673,69.75762165527229,18.54959203366358
14917,582.3510344224119,84.27737294301384,18.795247017576234
14918,582.3510344224119,84.27737294301384,18.795247017576234
14919,582.3510344224119,84.27737294301384,18.795247017576234
14920,556.1029060130085,94.72314811649201,18.90919485259676
14921,556.1029060130085,94.72314811649201,18.90919485259676
14922,556.1029060130085,94.72314811649201,18.90919485259676
14923,540.6558847277954,100.24851037692885,19.015523059704794
14924,540.6558847277954,100.24851037692885,19.015523059704794
14925,540.6558847277954,100.24851037692885,19.015523059704794
14926,540.6558847277954,100.24851037692885,19.015523059704794
14927,532.6337504462122,103.94189838975663,19.065693251054338
14928,532.6337504462122,103.94189838975663,19.065693251054338
14929,532.6337504462122,103.94189838975663,19.065693251054338
14930,525.3279079452026,106.12897484094674,19.06334218299872
14931,525.3279079452026,106.12897484094674,19.06334218299872
14932,525.3279079452026,106.12897484094674,19.06334218299872
14933,525.3279079452026,106.12897484094674,19.06334218299872
14934,513.3247298011073,111.87820246359395,19.344826412307423
14935,513.3247298011073,111.87820246359395,19.344826412307423
14936,513.3247298011073,111.87820246359395,19.344826412307423
14937,508.1555594999554,113.88104556275972,19.490194721780032
14938,508.1555594999554,113.88104556275972,19.490194721780032
14939,494.50161662051886,122.49241030838654,20.21618036481799
14940,494.50161662051886,122.49241030838654,20.21618036481799
14941,494.50161662051886,122.49241030838654,20.21618036481799
14942,494.50161662051886,122.49241030838654,20.21618036481799
14943,491.0904273112692,124.41771664517574,20.349228411379645
14944,491.0904273112692,124.41771664517574,20.349228411379645
14945,491.0904273112692,124.41771664517574,20.349228411379645
14946,491.0904273112692,124.41771664517574,20.349228411379645
14947,481.9516037699695,129.56218381097364,20.546963067420673
14948,481.9516037699695,129.56218381097364,20.546963067420673
14949,481.9516037699695,129.56218381097364,20.546963067420673
14950,476.97630031123145,130.52482218760005,20.554890986978535
14951,476.97630031123145,130.52482218760005,20.554890986978535
14952,476.97630031123145,130.52482218760005,20.554890986978535
14953,471.76236620743566,133.31781810661974,20.63749240120969
14954,471.76236620743566,133.31781810661974,20.63749240120969
14955,471.76236620743566,133.31781810661974,20.63749240120969
14956,468.27047166789526,134.66928425921776,20.66058736648253
14957,468.27047166789526,134.66928425921776,20.66058736648253
14958,468.27047166789526,134.66928425921776,20.66058736648253
14959,466.7603851499041,135.24927131277784,20.667055363858854
14960,466.7603851499041,135.24927131277784,20.667055363858854
14961,466.7603851499041,135.24927131277784,20.667055363858854
14962,463.7767961519438,136.33204308970446,20.759406135925992
14963,463.7767961519438,136.33204308970446,20.759406135925992
14964,461.7694982381458,137.86695373626327,20.811518840245974
14965,461.7694982381458,137.86695373626327,20.811518840245974
14966,461.7694982381458,137.86695373626327,20.811518840245974
14967,461.7694982381458,137.86695373626327,20.811518840245974
14968,457.36002957740703,141.69352943366994,21.185848927749642
14969,457.36002957740703,141.69352943366994,21.185848927749642
14970,457.36002957740703,141.69352943366994,21.185848927749642
14971,457.36002957740703,141.69352943366994,21.185848927749642
14972,444.21705427943965,147.5433960166459,21.359787246114106
14973,444.21705427943965,147.5433960166459,21.359787246114106
14974,444.21705427943965,147.5433960166459,21.359787246114106
14975,416.4295628212193,160.1958862610107,21.83096815003107
14976,416.4295628212193,160.1958862610107,21.83096815003107
14977,416.4295628212193,160.1958862610107,21.83096815003107
14978,409.59139385816854,162.66829324352744,21.770677018424838
14979,409.59139385816854,162.66829324352744,21.770677018424838
14980,409.59139385816854,162.66829324352744,21.770677018424838
14981,409.59139385816854,162.66829324352744,21.770677018424838
14982,387.95189503478775,171.13084761104392,21.865642233020477
14983,387.95189503478775,171.13084761104392,21.865642233020477
14984,387.95189503478775,171.13084761104392,21.865642233020477
14985,383.51276341811354,172.00899262067765,21.734657780716763
14986,383.51276341811354,172.00899262067765,21.734657780716763
14987,383.51276341811354,172.00899262067765,21.734657780716763
14988,383.51276341811354,172.00899262067765,21.734657780716763
14989,383.51276341811354,172.00899262067765,21.734657780716763
14990,362.50943208956886,179.23254215973282,21.84173019088487
14991,362.50943208956886,179.23254215973282,21.84173019088487
14992,362.50943208956886,179.23254215973282,21.84173019088487
14993,362.6503661213998,179.69428895774092,21.851819032833372
14994,362.6503661213998,179.69428895774092,21.851819032833372
14995,362.6503661213998,179.69428895774092,21.851819032833372
14996,362.9992072960174,179.30602204909314,21.828201132448374
14997,362.9992072960174,179.30602204909314,21.828201132448374
14998,362.9992072960174,179.30602204909314,21.828201132448374
14999,362.9992072960174,179.30602204909314,21.828201132448374
15000,362.17398829809554,179.37412838007253,21.792849977704016
15001,362.17398829809554,179.37412838007253,21.792849977704016
15002,362.17398829809554,179.37412838007253,21.792849977704016
15003,362.17398829809554,179.37412838007253,21.792849977704016
15004,362.70777274874064,180.15701981881327,21.833730214576505
15005,362.70777274874064,180.15701981881327,21.833730214576505
15006,362.70777274874064,180.15701981881327,21.833730214576505
15007,365.851572109673,179.1628546992289,21.86386472981502
15008,365.851572109673,179.1628546992289,21.86386472981502
15009,365.851572109673,179.1628546992289,21.86386472981502
15010,365.851572109673,179.1628546992289,21.86386472981502
15011,375.49853761389903,175.37742410696168,21.809648035334867
15012,375.49853761389903,175.37742410696168,21.809648035334867
15013,375.49853761389903,175.37742410696168,21.809648035334867
15014,384.78096644607217,171.41288859366563,21.823643480283337
15015,384.78096644607217,171.41288859366563,21.823643480283337
15016,384.78096644607217,171.41288859366563,21.823643480283337
15017,413.6363912655468,159.87458723095844,21.602679998566312
15018,413.6363912655468,159.87458723095844,21.602679998566312
15019,413.6363912655468,159.87458723095844,21.602679998566312
15020,413.6363912655468,159.87458723095844,21.602679998566312
15021,436.1076746707102,150.5929161871105,21.40691679785874
15022,436.1076746707102,150.5929161871105,21.40691679785874
15023,436.1076746707102,150.5929161871105,21.40691679785874
15024,436.1076746707102,150.5929161871105,21.40691679785874
15025,455.51363296980503,141.64051216488687,21.125481203133802
15026,455.51363296980503,141.64051216488687,21.125481203133802
15027,455.51363296980503,141.64051216488687,21.125481203133802
15028,492.2812101983112,124.99343040580423,20.64569029166419
15029,492.2812101983112,124.99343040580423,20.64569029166419
15030,492.2812101983112,124.99343040580423,20.64569029166419
15031,525.2061645799687,111.2871488331894,20.45295481682358
15032,525.2061645799687,111.2871488331894,20.45295481682358
15033,525.2061645799687,111.2871488331894,20.45295481682358
15034,554.4200473733936,99.18938588950734,20.377632450616908
15035,554.4200473733936,99.18938588950734,20.377632450616908
15036,554.4200473733936,99.18938588950734,20.377632450616908
15037,601.6166139092684,80.523959749199,20.057955800965402
15038,601.6166139092684,80.523959749199,20.057955800965402
15039,601.6166139092684,80.523959749199,20.057955800965402
15040,601.6166139092684,80.523959749199,20.057955800965402
15041,651.3074192158375,62.321111415062525,19.848934966063567
15042,651.3074192158375,62.321111415062525,19.848934966063567
15043,651.3074192158375,62.321111415062525,19.848934966063567
15044,651.3074192158375,62.321111415062525,19.848934966063567
15045,-1.0,-1.0,-1.0
15046,-1.0,-1.0,-1.0
15047,-1.0,-1.0,-1.0
15048,-1.0,-1.0,-1.0
15049,-1.0,-1.0,-1.0
15050,-1.0,-1.0,-1.0
15051,-1.0,-1.0,-1.0
15052,-1.0,-1.0,-1.0
15053,-1.0,-1.0,-1.0
15054,-1.0,-1.0,-1.0
15055,-1.0,-1.0,-1.0
15056,-1.0,-1.0,-1.0
15057,-1.0,-1.0,-1.0
15058,-1.0,-1.0,-1.0
15059,-1.0,-1.0,-1.0
15060,-1.0,-1.0,-1.0
15061,-1.0,-1.0,-1.0
15062,-1.0,-1.0,-1.0
15063,-1.0,-1.0,-1.0
15064,-1.0,-1.0,-1.0
15065,-1.0,-1.0,-1.0
15066,-1.0,-1.0,-1.0
15067,-1.0,-1.0,-1.0
15068,-1.0,-1.0,-1.0
15069,-1.0,-1.0,-1.0
15070,-1.0,-1.0,-1.0
15071,-1.0,-1.0,-1.0
15072,-1.0,-1.0,-1.0
15073,-1.0,-1.0,-1.0
15074,-1.0,-1.0,-1.0
15075,-1.0,-1.0,-1.0
15076,-1.0,-1.0,-1.0
15077,-1.0,-1.0,-1.0
15078,-1.0,-1.0,-1.0
15079,-1.0,-1.0,-1.0
15080,-1.0,-1.0,-1.0
15081,-1.0,-1.0,-1.0
15082,-1.0,-1.0,-1.0
15083,-1.0,-1.0,-1.0
15084,-1.0,-1.0,-1.0
15085,-1.0,-1.0,-1.0
15086,-1.0,-1.0,-1.0
15087,-1.0,-1.0,-1.0
15088,-1.0,-1.0,-1.0
15089,-1.0,-1.0,-1.0
15090,-1.0,-1.0,-1.0
15091,-1.0,-1.0,-1.0
15092,-1.0,-1.0,-1.0
15093,-1.0,-1.0,-1.0
15094,-1.0,-1.0,-1.0
15095,-1.0,-1.0,-1.0
15096,-1.0,-1.0,-1.0
15097,-1.0,-1.0,-1.0
15098,-1.0,-1.0,-1.0
15099,-1.0,-1.0,-1.0
15100,-1.0,-1.0,-1.0
15101,-1.0,-1.0,-1.0
15102,-1.0,-1.0,-1.0
15103,-1.0,-1.0,-1.0
15104,-1.0,-1.0,-1.0
15105,-1.0,-1.0,-1.0
15106,-1.0,-1.0,-1.0
15107,-1.0,-1.0,-1.0
15108,-1.0,-1.0,-1.0
15109,-1.0,-1.0,-1.0
15110,-1.0,-1.0,-1.0
15111,-1.0,-1.0,-1.0
15112,-1.0,-1.0,-1.0
15113,-1.0,-1.0,-1.0
15114,-1.0,-1.0,-1.0
15115,-1.0,-1.0,-1.0
15116,-1.0,-1.0,-1.0
15117,613.5654095252462,60.568502653954646,12.991854863530103
15118,613.5654095252462,60.568502653954646,12.991854863530103
15119,613.5654095252462,60.568502653954646,12.991854863530103
15120,613.5654095252462,60.568502653954646,12.991854863530103
15121,547.8632080870748,74.22370986540906,12.841744479069646
15122,547.8632080870748,74.22370986540906,12.841744479069646
15123,547.8632080870748,74.22370986540906,12.841744479069646
15124,499.6079210666127,85.26561795230549,12.98788341980405
15125,499.6079210666127,85.26561795230549,12.98788341980405
15126,499.6079210666127,85.26561795230549,12.98788341980405
15127,497.23858736265186,85.587575402915,12.961163053274378
15128,497.23858736265186,85.587575402915,12.961163053274378
15129,497.23858736265186,85.587575402915,12.961163053274378
15130,497.23858736265186,85.587575402915,12.961163053274378
15131,480.14137542346117,91.90318823152137,13.507145797992811
15132,480.14137542346117,91.90318823152137,13.507145797992811
15133,480.14137542346117,91.90318823152137,13.507145797992811
15134,480.14137542346117,91.90318823152137,13.507145797992811
15135,480.14137542346117,91.90318823152137,13.507145797992811
15136,479.90492168421224,92.52773642400842,13.563310806285712
15137,479.90492168421224,92.52773642400842,13.563310806285712
15138,479.90492168421224,92.52773642400842,13.563310806285712
15139,476.3406150565414,92.9860123851912,13.514308893783475
15140,476.3406150565414,92.9860123851912,13.514308893783475
15141,476.3406150565414,92.9860123851912,13.514308893783475
15142,473.6168208385105,94.05883849301874,13.53523094847009
15143,473.6168208385105,94.05883849301874,13.53523094847009
