frame_number,bottom_left_x,bottom_left_y,box_angle,r_encode,l_encode
14574,-1,-1,-1.0,30.72438807681271,0.6694284694365535
14575,-1,-1,-1.0,30.72438807681271,0.6694284694365535
14576,-1,-1,-1.0,30.72438807681271,0.6694284694365535
14577,-1,-1,-1.0,27.601343309415164,4.027018458359322
14578,-1,-1,-1.0,27.601343309415164,4.027018458359322
14579,-1,-1,-1.0,27.601343309415164,4.027018458359322
14580,-1,-1,-1.0,27.601343309415164,4.027018458359322
14581,-1,-1,-1.0,24.95550450463932,4.667123822602861
14582,-1,-1,-1.0,24.95550450463932,4.667123822602861
14583,-1,-1,-1.0,24.95550450463932,4.667123822602861
14584,-1,-1,-1.0,25.389346891077665,5.09510983086173
14585,-1,-1,-1.0,25.389346891077665,5.09510983086173
14586,-1,-1,-1.0,25.389346891077665,5.09510983086173
14587,-1,-1,-1.0,25.389346891077665,5.09510983086173
14588,-1,-1,-1.0,27.85197054477392,7.695180281321939
14589,-1,-1,-1.0,27.85197054477392,7.695180281321939
14590,-1,-1,-1.0,27.85197054477392,7.695180281321939
14591,-1,-1,-1.0,27.69842570498013,9.645203170081288
14592,-1,-1,-1.0,27.69842570498013,9.645203170081288
14593,-1,-1,-1.0,27.69842570498013,9.645203170081288
14594,-1,-1,-1.0,27.69842570498013,9.645203170081288
14595,-1,-1,-1.0,27.512714641856903,12.761534733877838
14596,-1,-1,-1.0,27.512714641856903,12.761534733877838
14597,-1,-1,-1.0,27.512714641856903,12.761534733877838
14598,-1,-1,-1.0,27.512714641856903,12.761534733877838
14599,-1,-1,-1.0,26.91021187839233,20.4019200126714
14600,-1,-1,-1.0,26.91021187839233,20.4019200126714
14601,-1,-1,-1.0,26.91021187839233,20.4019200126714
14602,-1,-1,-1.0,26.471422325026825,27.025637777748315
14603,-1,-1,-1.0,26.471422325026825,27.025637777748315
14604,-1,-1,-1.0,26.471422325026825,27.025637777748315
14605,-1,-1,-1.0,26.471422325026825,27.025637777748315
14606,-1,-1,-1.0,26.805201663002293,31.233643921666854
14607,-1,-1,-1.0,26.805201663002293,31.233643921666854
14608,-1,-1,-1.0,26.805201663002293,31.233643921666854
14609,-1,-1,-1.0,26.798393704813076,31.211613258759343
14610,-1,-1,-1.0,26.798393704813076,31.211613258759343
14611,-1,-1,-1.0,26.798393704813076,31.211613258759343
14612,-1,-1,-1.0,26.75374984547085,31.205174195190253
14613,-1,-1,-1.0,26.75374984547085,31.205174195190253
14614,-1,-1,-1.0,26.75374984547085,31.205174195190253
14615,-1,-1,-1.0,26.957778336502805,31.176226789380166
14616,-1,-1,-1.0,26.957778336502805,31.176226789380166
14617,523,161,34.902495615924714,26.957778336502805,31.176226789380166
14618,523,161,34.902495615924714,26.7905046306002,31.488816128680952
14619,521,162,41.5526131481348,26.7905046306002,31.488816128680952
14620,538,136,29.981639368849336,26.7905046306002,31.488816128680952
14621,525,140,25.974393962431318,26.7905046306002,31.488816128680952
14622,518,144,26.56505117707799,26.7905046306002,31.488816128680952
14623,511,147,27.43972794819931,26.716558450838846,34.1963306618152
14624,511,147,27.43972794819931,26.77761529383403,36.88645239943209
14625,506,150,27.34987578006988,26.77761529383403,36.88645239943209
14626,506,150,27.34987578006988,26.77761529383403,36.88645239943209
14627,506,150,27.758540601060023,26.77761529383403,36.88645239943209
14628,506,150,27.758540601060023,26.97369836901496,38.15450405639504
14629,506,150,27.758540601060023,26.97369836901496,38.15450405639504
14630,506,151,28.539985187959967,26.97369836901496,38.15450405639504
14631,506,151,28.539985187959967,27.07643100155505,38.13954018840096
14632,506,151,28.539985187959967,27.07643100155505,38.13954018840096
14633,507,150,28.178590109959174,27.07643100155505,38.13954018840096
14634,507,150,28.178590109959174,27.07643100155505,38.13954018840096
14635,507,150,28.178590109959174,27.135774261667382,38.112789194446975
14636,507,150,28.178590109959174,27.135774261667382,38.112789194446975
14637,507,150,28.178590109959174,27.135774261667382,38.112789194446975
14638,507,150,28.178590109959174,27.236363420605706,38.112619657575365
14639,507,150,28.178590109959174,27.236363420605706,38.112619657575365
14640,506,151,28.539985187959967,27.236363420605706,38.112619657575365
14641,506,151,28.123735383288814,27.236363420605706,38.112619657575365
14642,503,153,28.810793742973058,27.46300522052598,38.099181897447295
14643,502,154,29.134292197226177,27.46300522052598,38.099181897447295
14644,502,154,29.134292197226177,27.46300522052598,38.099181897447295
14645,496,156,28.24973549497428,27.59846676324947,38.25060243231245
14646,490,158,28.113208876055957,27.59846676324947,38.25060243231245
14647,484,161,27.99714736124264,27.59846676324947,38.25060243231245
14648,479,162,26.294790070583854,27.776209501765777,39.16583957526272
14649,476,164,27.083550864368664,27.776209501765777,39.16583957526272
14650,474,164,26.56505117707799,27.776209501765777,39.16583957526272
14651,474,164,26.56505117707799,28.67394507051575,41.12640192783167
14652,472,165,26.81634684428694,28.67394507051575,41.12640192783167
14653,472,165,26.56505117707799,28.67394507051575,41.12640192783167
14654,472,165,26.56505117707799,28.662162253191283,41.16915782426844
14655,471,165,26.56505117707799,28.662162253191283,41.16915782426844
14656,471,165,26.318088139651742,28.662162253191283,41.16915782426844
14657,471,165,26.318088139651742,28.682706698224344,41.23387902062528
14658,471,166,26.81095430034869,28.682706698224344,41.23387902062528
14659,471,166,26.318088139651742,28.682706698224344,41.23387902062528
14660,471,166,26.81095430034869,28.682706698224344,41.23387902062528
14661,471,166,26.81095430034869,28.801490431241238,41.23635878132042
14662,471,166,26.318088139651742,28.801490431241238,41.23635878132042
14663,471,166,26.318088139651742,28.801490431241238,41.23635878132042
14664,471,166,26.318088139651742,28.801490431241238,41.23635878132042
14665,471,166,26.318088139651742,28.81577922000309,41.21226547422073
14666,471,166,26.318088139651742,28.81577922000309,41.21226547422073
14667,470,167,27.050597007086125,28.81577922000309,41.21226547422073
14668,460,171,26.56505117707799,28.81577922000309,41.21226547422073
14669,460,171,26.56505117707799,28.815935176571365,41.41193316656599
14670,446,175,25.387906291095927,28.815935176571365,41.41193316656599
14671,443,177,25.6102099232058,28.815935176571365,41.41193316656599
14672,442,179,26.188110697480855,29.15788816968097,44.0401378536782
14673,433,183,26.037804285410655,29.15788816968097,44.0401378536782
14674,429,184,25.709953780811265,29.15788816968097,44.0401378536782
14675,429,184,25.709953780811265,29.2889948724751,45.0593420753537
14676,427,184,25.03978431967598,29.2889948724751,45.0593420753537
14677,427,184,25.382120591881716,29.2889948724751,45.0593420753537
14678,427,184,25.382120591881716,29.2889948724751,45.0593420753537
14679,428,184,25.54505604400182,29.27078632563299,45.3763348386272
14680,428,184,25.54505604400182,29.27078632563299,45.3763348386272
14681,428,184,25.54505604400182,29.27078632563299,45.3763348386272
14682,428,184,25.54505604400182,29.28046613977279,45.32963808026567
14683,429,184,25.709953780811265,29.28046613977279,45.32963808026567
14684,429,184,25.709953780811265,29.28046613977279,45.32963808026567
14685,429,184,25.709953780811265,29.260812248500656,45.32342476237419
14686,426,186,25.89690910874926,29.260812248500656,45.32342476237419
14687,425,187,26.068279410153313,29.260812248500656,45.32342476237419
14688,425,187,26.068279410153313,29.31284635310101,45.623939176493096
14689,414,191,25.641005824305285,29.31284635310101,45.623939176493096
14690,406,195,25.392922556142913,29.31284635310101,45.623939176493096
14691,406,195,25.392922556142913,29.522193224619883,47.19629970166029
14692,400,198,25.43621638041735,29.522193224619883,47.19629970166029
14693,395,200,25.33160057225014,29.522193224619883,47.19629970166029
14694,393,201,25.34617594194669,29.522193224619883,47.19629970166029
14695,393,201,25.34617594194669,29.8339314767495,48.87967131692224
14696,392,201,25.21716389687939,29.8339314767495,48.87967131692224
14697,391,201,25.089373868928607,29.8339314767495,48.87967131692224
14698,391,201,25.089373868928607,29.856289488290813,49.50856739665598
14699,391,202,25.360410917930345,29.856289488290813,49.50856739665598
14700,391,202,25.360410917930345,29.856289488290813,49.50856739665598
14701,390,202,25.23283132320835,29.856289488290813,49.50856739665598
14702,390,202,25.23283132320835,29.91868692493828,49.79719469702739
14703,388,204,25.513870427534243,29.91868692493828,49.79719469702739
14704,386,204,25.263098504499116,29.91868692493828,49.79719469702739
14705,386,204,25.263098504499116,29.9868518947739,49.948513736900665
14706,386,205,25.52578594769377,29.9868518947739,49.948513736900665
14707,386,205,25.52578594769377,29.9868518947739,49.948513736900665
14708,386,205,25.52578594769377,29.9868518947739,49.948513736900665
14709,386,205,25.52578594769377,29.9868518947739,49.948513736900665
14710,386,205,25.52578594769377,30.01213121312944,50.0379518768228
14711,386,205,25.263098504499116,30.01213121312944,50.0379518768228
14712,387,204,25.123127805396695,30.01213121312944,50.0379518768228
14713,387,204,25.123127805396695,30.00274040779388,50.078467477639
14714,387,204,25.123127805396695,30.00274040779388,50.078467477639
14715,388,204,25.24813877128473,30.00274040779388,50.078467477639
14716,388,204,25.24813877128473,30.077892694468098,50.01568691508133
14717,388,204,25.24813877128473,30.077892694468098,50.01568691508133
14718,388,204,25.24813877128473,30.04676415823245,49.98169945495836
14719,389,203,25.10644604586584,30.04676415823245,49.98169945495836
14720,389,203,25.10644604586584,30.04676415823245,49.98169945495836
14721,390,203,25.23283132320835,30.04676415823245,49.98169945495836
14722,390,203,25.23283132320835,29.99472920224744,49.86881102789528
14723,390,203,25.23283132320835,29.99472920224744,49.86881102789528
14724,391,203,25.360410917930345,29.99472920224744,49.86881102789528
14725,393,202,25.34617594194669,29.99472920224744,49.86881102789528
14726,393,202,25.34617594194669,29.99535694803553,49.6947596826721
14727,396,201,25.463345061871614,29.99535694803553,49.6947596826721
14728,398,201,25.7307056015312,29.99535694803553,49.6947596826721
14729,398,201,25.7307056015312,29.99701488607164,49.22602131327368
14730,407,197,25.830530142823175,29.99701488607164,49.22602131327368
14731,413,194,25.801152716147993,29.99701488607164,49.22602131327368
14732,421,190,26.08223300313469,29.99701488607164,49.22602131327368
14733,428,187,26.227026901140448,30.01492672450737,47.69282317377659
14734,448,178,26.56505117707799,30.01492672450737,47.69282317377659
14735,453,176,26.771150214462114,30.01492672450737,47.69282317377659
14736,453,176,26.771150214462114,29.927135157358443,44.33272325009536
14737,456,175,26.987890581748488,29.927135157358443,44.33272325009536
14738,456,175,26.987890581748488,29.927135157358443,44.33272325009536
14739,456,175,26.987890581748488,29.927135157358443,44.33272325009536
14740,456,175,26.987890581748488,29.82804489847808,42.84130731627202
14741,456,175,26.987890581748488,29.82804489847808,42.84130731627202
14742,456,175,26.987890581748488,29.82804489847808,42.84130731627202
14743,456,175,26.987890581748488,29.772089662192187,43.03860275426078
14744,456,175,26.987890581748488,29.772089662192187,43.03860275426078
14745,456,174,26.56505117707799,29.772089662192187,43.03860275426078
14746,456,174,26.56505117707799,29.772089662192187,43.03860275426078
14747,456,174,26.56505117707799,29.864826242445645,42.99610936060999
14748,457,175,27.204011076069623,29.864826242445645,42.99610936060999
14749,460,174,27.43972794819931,29.864826242445645,42.99610936060999
14750,460,174,27.43972794819931,29.91979142612832,42.95418434023512
14751,474,167,27.57456395969438,29.91979142612832,42.95418434023512
14752,490,160,28.720326797869486,29.91979142612832,42.95418434023512
14753,501,155,29.445428729925595,29.91979142612832,42.95418434023512
14754,507,152,29.74488129694222,29.85357273262742,40.9392541495823
14755,510,148,26.980230718222856,29.85357273262742,40.9392541495823
14756,511,147,26.56505117707799,29.85357273262742,40.9392541495823
14757,511,147,26.56505117707799,29.83807705659456,38.40423267603775
14758,513,144,25.20112364547507,29.83807705659456,38.40423267603775
14759,510,145,24.842389105455187,29.83807705659456,38.40423267603775
14760,510,145,24.842389105455187,29.946425963876585,38.156328404771
14761,508,148,26.56505117707799,29.946425963876585,38.156328404771
14762,509,147,25.301378625419723,29.946425963876585,38.156328404771
14763,508,149,26.56505117707799,29.946425963876585,38.156328404771
14764,508,149,26.56505117707799,30.06492687102874,38.03465524776483
14765,510,147,25.709953780811265,30.06492687102874,38.03465524776483
14766,510,147,24.842389105455187,30.06492687102874,38.03465524776483
14767,516,147,27.03086025984298,30.06492687102874,38.03465524776483
14768,516,147,27.03086025984298,30.071863116572736,38.03736869448683
14769,526,143,27.14968169778317,30.071863116572736,38.03736869448683
14770,539,137,28.30075576600638,30.071863116572736,38.03736869448683
14771,543,135,30.579226872489016,30.071863116572736,38.03736869448683
14772,543,135,30.579226872489016,29.692210761832307,35.44746344545108
14773,-1,-1,-1.0,29.692210761832307,35.44746344545108
14774,-1,-1,-1.0,29.692210761832307,35.44746344545108
14775,-1,-1,-1.0,29.680751536388563,32.81518042435343
14776,-1,-1,-1.0,29.680751536388563,32.81518042435343
14777,-1,-1,-1.0,29.680751536388563,32.81518042435343
14778,-1,-1,-1.0,29.680751536388563,32.81518042435343
14779,-1,-1,-1.0,29.455828481756534,29.15197016277817
14780,-1,-1,-1.0,29.455828481756534,29.15197016277817
14781,-1,-1,-1.0,29.455828481756534,29.15197016277817
14782,-1,-1,-1.0,29.621358156902403,27.330998817951283
14783,-1,-1,-1.0,29.621358156902403,27.330998817951283
14784,-1,-1,-1.0,29.621358156902403,27.330998817951283
14785,-1,-1,-1.0,29.621358156902403,27.330998817951283
14786,-1,-1,-1.0,29.42463404864985,25.206381747592005
14787,-1,-1,-1.0,29.42463404864985,25.206381747592005
14788,-1,-1,-1.0,29.42463404864985,25.206381747592005
14789,-1,-1,-1.0,29.42463404864985,25.206381747592005
14790,-1,-1,-1.0,29.152287972305288,21.61061257809993
14791,-1,-1,-1.0,29.152287972305288,21.61061257809993
14792,-1,-1,-1.0,29.152287972305288,21.61061257809993
14793,-1,-1,-1.0,29.152287972305288,21.61061257809993
14794,-1,-1,-1.0,28.960926107573428,15.955759067381765
14795,-1,-1,-1.0,28.960926107573428,15.955759067381765
14796,-1,-1,-1.0,28.960926107573428,15.955759067381765
14797,-1,-1,-1.0,28.643702976949143,12.259731669407673
14798,-1,-1,-1.0,28.643702976949143,12.259731669407673
14799,-1,-1,-1.0,28.643702976949143,12.259731669407673
14800,-1,-1,-1.0,28.537831099880883,6.433308211073182
14801,-1,-1,-1.0,28.537831099880883,6.433308211073182
14802,-1,-1,-1.0,28.537831099880883,6.433308211073182
14803,-1,-1,-1.0,28.537831099880883,6.433308211073182
14804,-1,-1,-1.0,28.254993133318585,1.1399946523456492
14805,-1,-1,-1.0,28.254993133318585,1.1399946523456492
14806,-1,-1,-1.0,28.254993133318585,1.1399946523456492
14807,-1,-1,-1.0,28.254993133318585,1.1399946523456492
14808,-1,-1,-1.0,28.889949748313853,-0.3054109987697018
14809,-1,-1,-1.0,28.889949748313853,-0.3054109987697018
14810,-1,-1,-1.0,28.889949748313853,-0.3054109987697018
14811,-1,-1,-1.0,28.889949748313853,-0.3054109987697018
14812,-1,-1,-1.0,29.440914782124047,-0.1336692406275972
14813,-1,-1,-1.0,29.440914782124047,-0.1336692406275972
14814,-1,-1,-1.0,29.440914782124047,-0.1336692406275972
14815,-1,-1,-1.0,28.941330146381844,-0.160196247646013
14816,-1,-1,-1.0,28.941330146381844,-0.160196247646013
14817,-1,-1,-1.0,28.941330146381844,-0.160196247646013
14818,-1,-1,-1.0,28.941330146381844,-0.160196247646013
14819,-1,-1,-1.0,29.586069073099864,-0.1446128185960731
14820,-1,-1,-1.0,29.586069073099864,-0.1446128185960731
14821,-1,-1,-1.0,33.19447329534212,0.0350933259322232
14822,-1,-1,-1.0,33.19447329534212,0.0350933259322232
14823,-1,-1,-1.0,33.19447329534212,0.0350933259322232
14824,-1,-1,-1.0,33.19447329534212,0.0350933259322232
14825,-1,-1,-1.0,33.19447329534212,0.0350933259322232
14826,-1,-1,-1.0,29.042013337374392,-0.2482064360606841
14827,-1,-1,-1.0,29.042013337374392,-0.2482064360606841
14828,-1,-1,-1.0,29.042013337374392,-0.2482064360606841
14829,-1,-1,-1.0,28.31062748693511,-0.1317264383414453
14830,-1,-1,-1.0,28.31062748693511,-0.1317264383414453
14831,-1,-1,-1.0,29.024665926833137,-0.0010040628795309
14832,-1,-1,-1.0,29.024665926833137,-0.0010040628795309
14833,-1,-1,-1.0,29.024665926833137,-0.0010040628795309
14834,-1,-1,-1.0,29.024665926833137,-0.0010040628795309
14835,-1,-1,-1.0,30.64196457433914,0.0466531082679182
14836,-1,-1,-1.0,30.64196457433914,0.0466531082679182
14837,-1,-1,-1.0,30.64196457433914,0.0466531082679182
14838,-1,-1,-1.0,30.38370804588618,-0.1000528974399515
14839,-1,-1,-1.0,30.38370804588618,-0.1000528974399515
14840,-1,-1,-1.0,30.38370804588618,-0.1000528974399515
14841,-1,-1,-1.0,31.887712137718744,-0.3367154448461633
14842,-1,-1,-1.0,31.887712137718744,-0.3367154448461633
14843,-1,-1,-1.0,31.887712137718744,-0.3367154448461633
14844,-1,-1,-1.0,28.0292648004214,-0.2665853185434059
14845,-1,-1,-1.0,28.0292648004214,-0.2665853185434059
14846,-1,-1,-1.0,28.0292648004214,-0.2665853185434059
14847,-1,-1,-1.0,28.0292648004214,-0.2665853185434059
14848,-1,-1,-1.0,27.509673893247104,-0.2846162249333019
14849,-1,-1,-1.0,27.509673893247104,-0.2846162249333019
14850,-1,-1,-1.0,27.509673893247104,-0.2846162249333019
14851,-1,-1,-1.0,27.794655575028138,-0.2670898715215912
14852,-1,-1,-1.0,27.794655575028138,-0.2670898715215912
14853,-1,-1,-1.0,27.794655575028138,-0.2670898715215912
14854,-1,-1,-1.0,26.6082083254584,-0.1628145481887202
14855,-1,-1,-1.0,26.6082083254584,-0.1628145481887202
14856,-1,-1,-1.0,26.6082083254584,-0.1628145481887202
14857,-1,-1,-1.0,26.6082083254584,-0.1628145481887202
14858,-1,-1,-1.0,31.599318735379093,-0.0936781414012841
14859,-1,-1,-1.0,31.599318735379093,-0.0936781414012841
14860,-1,-1,-1.0,31.599318735379093,-0.0936781414012841
14861,-1,-1,-1.0,29.438436281808443,-0.2269904443366783
14862,-1,-1,-1.0,29.438436281808443,-0.2269904443366783
14863,541,119,27.758540601060023,29.438436281808443,-0.2269904443366783
14864,541,119,27.758540601060023,32.555154798932435,0.029527700843289
14865,547,121,40.23635830927382,32.555154798932435,0.029527700843289
14866,547,122,42.70938995736147,32.555154798932435,0.029527700843289
14867,-1,-1,-1.0,32.555154798932435,0.029527700843289
14868,-1,-1,-1.0,27.977013382257347,0.1842524493530959
14869,-1,-1,-1.0,27.977013382257347,0.1842524493530959
14870,540,125,40.36453657309736,27.977013382257347,0.1842524493530959
14871,540,125,40.36453657309736,24.981652634505764,0.3541573510688067
14872,532,126,33.690067525979785,24.981652634505764,0.3541573510688067
14873,-1,-1,-1.0,24.981652634505764,0.3541573510688067
14874,-1,-1,-1.0,22.503329381289436,0.4151765438311088
14875,-1,-1,-1.0,22.503329381289436,0.4151765438311088
14876,542,184,27.82409638425326,22.503329381289436,0.4151765438311088
14877,-1,-1,-1.0,22.503329381289436,0.4151765438311088
14878,-1,-1,-1.0,22.327097834214484,0.4642072093786851
14879,-1,-1,-1.0,22.327097834214484,0.4642072093786851
14880,-1,-1,-1.0,22.327097834214484,0.4642072093786851
14881,-1,-1,-1.0,22.327097834214484,0.4642072093786851
14882,-1,-1,-1.0,22.35722029417765,0.3365188650468553
14883,533,122,29.981639368849336,22.35722029417765,0.3365188650468553
14884,-1,-1,-1.0,22.35722029417765,0.3365188650468553
14885,-1,-1,-1.0,22.35722029417765,0.3365188650468553
14886,-1,-1,-1.0,23.32931084958801,0.4424712770303642
14887,-1,-1,-1.0,23.32931084958801,0.4424712770303642
14888,-1,-1,-1.0,23.32931084958801,0.4424712770303642
14889,-1,-1,-1.0,24.49106991375129,0.3266077480864453
14890,-1,-1,-1.0,24.49106991375129,0.3266077480864453
14891,-1,-1,-1.0,24.49106991375129,0.3266077480864453
14892,-1,-1,-1.0,25.31165113745928,0.5359335193027732
14893,-1,-1,-1.0,25.31165113745928,0.5359335193027732
14894,-1,-1,-1.0,25.31165113745928,0.5359335193027732
14895,-1,-1,-1.0,25.31165113745928,0.5359335193027732
14896,-1,-1,-1.0,24.88912366882033,0.5683727897282438
14897,-1,-1,-1.0,24.88912366882033,0.5683727897282438
14898,-1,-1,-1.0,24.88912366882033,0.5683727897282438
14899,-1,-1,-1.0,23.95909922664218,1.2514017892519291
14900,-1,-1,-1.0,23.95909922664218,1.2514017892519291
14901,-1,-1,-1.0,23.95909922664218,1.2514017892519291
14902,-1,-1,-1.0,23.46847113714331,6.528927954851724
14903,-1,-1,-1.0,23.46847113714331,6.528927954851724
14904,-1,-1,-1.0,23.46847113714331,6.528927954851724
14905,-1,-1,-1.0,23.46847113714331,6.528927954851724
14906,-1,-1,-1.0,23.44413325702284,13.46462140007273
14907,-1,-1,-1.0,23.44413325702284,13.46462140007273
14908,-1,-1,-1.0,23.44413325702284,13.46462140007273
14909,-1,-1,-1.0,23.61843440784672,18.867273453868904
14910,-1,-1,-1.0,23.61843440784672,18.867273453868904
14911,-1,-1,-1.0,23.61843440784672,18.867273453868904
14912,-1,-1,-1.0,23.61843440784672,18.867273453868904
14913,-1,-1,-1.0,24.044078187463484,24.0362561408527
14914,-1,-1,-1.0,24.044078187463484,24.0362561408527
14915,-1,-1,-1.0,24.044078187463484,24.0362561408527
14916,-1,-1,-1.0,24.044078187463484,24.0362561408527
14917,-1,-1,-1.0,24.260826842853533,27.77395934147286
14918,-1,-1,-1.0,24.260826842853533,27.77395934147286
14919,-1,-1,-1.0,24.260826842853533,27.77395934147286
14920,-1,-1,-1.0,24.360170891881765,30.35289767741726
14921,-1,-1,-1.0,24.360170891881765,30.35289767741726
14922,-1,-1,-1.0,24.360170891881765,30.35289767741726
14923,-1,-1,-1.0,24.453789293612232,31.90859819187293
14924,535,122,35.3112134396332,24.453789293612232,31.90859819187293
14925,-1,-1,-1.0,24.453789293612232,31.90859819187293
14926,-1,-1,-1.0,24.453789293612232,31.90859819187293
14927,-1,-1,-1.0,24.49100282900625,32.69842646826011
14928,550,125,42.510447078000844,24.49100282900625,32.69842646826011
14929,550,125,42.510447078000844,24.49100282900625,32.69842646826011
14930,550,125,42.510447078000844,24.49520456936206,33.41084524258662
14931,543,128,34.38034472384487,24.49520456936206,33.41084524258662
14932,542,128,33.02386755579665,24.49520456936206,33.41084524258662
14933,542,128,33.02386755579665,24.49520456936206,33.41084524258662
14934,542,129,33.690067525979785,24.76911273319385,34.6328226214162
14935,534,131,28.88658176691071,24.76911273319385,34.6328226214162
14936,524,135,26.56505117707799,24.76911273319385,34.6328226214162
14937,523,136,27.14968169778317,24.90591676128362,35.16605108085244
14938,522,137,27.699472808055,24.90591676128362,35.16605108085244
14939,522,137,27.699472808055,25.620575255780324,36.64856124719837
14940,524,136,27.14968169778317,25.620575255780324,36.64856124719837
14941,520,139,28.70595254340109,25.620575255780324,36.64856124719837
14942,520,140,29.74488129694222,25.620575255780324,36.64856124719837
14943,520,140,29.74488129694222,25.765876793474437,36.97561758166101
14944,511,143,28.7676493388438,25.765876793474437,36.97561758166101
14945,510,143,28.30075576600638,25.765876793474437,36.97561758166101
14946,503,146,27.718501628183358,25.765876793474437,36.97561758166101
14947,503,146,27.718501628183358,25.95375848640805,37.90395323107275
14948,499,147,26.927677851040503,25.95375848640805,37.90395323107275
14949,499,147,26.927677851040503,25.95375848640805,37.90395323107275
14950,499,147,26.927677851040503,25.96741399570007,38.401621074661605
14951,496,150,27.937142826538604,25.96741399570007,38.401621074661605
14952,494,150,27.235146699302526,25.96741399570007,38.401621074661605
14953,494,150,27.235146699302526,26.035838030508643,38.9372017962128
14954,493,151,27.5528115767178,26.035838030508643,38.9372017962128
14955,493,151,27.5528115767178,26.035838030508643,38.9372017962128
14956,493,151,27.5528115767178,26.07967419380721,39.27610598966211
14957,492,152,27.85965069524227,26.07967419380721,39.27610598966211
14958,492,152,27.85965069524227,26.07967419380721,39.27610598966211
14959,492,152,27.85965069524227,26.073517990628588,39.43356349156287
14960,491,153,28.156191448272576,26.073517990628588,39.43356349156287
14961,491,153,28.156191448272576,26.073517990628588,39.43356349156287
14962,491,153,28.156191448272576,26.17571647647995,39.75854450737191
14963,489,154,28.113208876055957,26.17571647647995,39.75854450737191
14964,488,155,28.393019421382995,26.23724893587668,39.95867946376423
14965,486,156,28.345693623076674,26.23724893587668,39.95867946376423
14966,483,156,27.135139622076878,26.23724893587668,39.95867946376423
14967,480,157,26.84050953321323,26.23724893587668,39.95867946376423
14968,480,157,26.84050953321323,26.58587117094572,40.484298301678734
14969,456,166,25.693699659399623,26.58587117094572,40.484298301678734
14970,448,169,25.34617594194669,26.58587117094572,40.484298301678734
14971,438,174,25.44540649654883,26.58587117094572,40.484298301678734
14972,429,178,25.34617594194669,26.76576663408288,41.81625039309591
14973,425,179,25.03978431967598,26.76576663408288,41.81625039309591
14974,425,179,25.03978431967598,26.76576663408288,41.81625039309591
14975,424,180,25.221115193691382,27.23081977798976,44.71551733544156
14976,415,183,24.824554769183347,27.23081977798976,44.71551733544156
14977,402,190,24.684804373267927,27.23081977798976,44.71551733544156
14978,402,190,24.684804373267927,27.157204056361277,45.399671122808
14979,401,189,24.257150385689712,27.157204056361277,45.399671122808
14980,401,189,24.390307062467937,27.157204056361277,45.399671122808
14981,400,190,24.417465748779488,27.157204056361277,45.399671122808
14982,400,190,24.417465748779488,27.24122426597204,47.59013528374655
14983,397,190,24.026506578679196,27.24122426597204,47.59013528374655
14984,391,191,23.559440896897332,27.24122426597204,47.59013528374655
14985,391,191,23.559440896897332,27.10810707606264,47.98448391949594
14986,379,197,23.759928981826818,27.10810707606264,47.98448391949594
14987,380,198,24.13655156672279,27.10810707606264,47.98448391949594
14988,378,198,23.90499197479885,27.10810707606264,47.98448391949594
14989,378,199,24.16332463505647,27.10810707606264,47.98448391949594
14990,379,199,24.279514700308876,27.199475520925468,50.18216536844315
14991,379,199,24.279514700308876,27.199475520925468,50.18216536844315
14992,379,199,24.279514700308876,27.199475520925468,50.18216536844315
14993,379,199,24.279514700308876,27.2123508675259,50.168099583190255
